Specimen,ScanSite,Volume,MEAN_BMC,Reference
8529,AX2,44.361,21.4,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8529,AX3,15.824,14.55,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8330,CE1,98.489,39.18,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8330,CE2,23.203,14.24,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,CE1,71.826,29.88,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,CE2,22.276,18.76,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,CE1,83.579,40.56,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,CE2,26.289,14.39,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8539,CE1,89.04,36.59,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8529,CE2,24.32,11.06,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,CE1,42.875,12.3,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,CE2,11.874,10.97,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,CE1,51.054,16.62,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,CE2,17.513,8.13,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8222,CE1,49.441,18.09,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8222,CE2,20.987,16.27,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8501,CE1,62.89,16.23,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8501,CE2,15.519,4.77,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,TH1,37.179,18.44,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,TH2,17.856,4.52,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8331,TH1,17.596,10.78,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8331,TH2,6.693,2.54,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,TH1,17.615,5.55,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,TH2,3.962,1.68,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8222,TH1,27.191,11.24,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8222,TH2,6.909,2.44,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,TH1,33.477,12.37,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,TH2,8.458,3.95,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8501,TH1,37.363,7.38,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8501,TH2,7.62,2.06,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,TH1,33.528,8.63,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,TH2,4.953,1.92,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,LU1,33.528,9.96,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,LU2,35.56,1.9,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,LU3,3.81,1.4,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8529,LU1,49.657,16.55,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8529,LU2,54.61,4.43,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8529,LU3,6.668,3.27,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,LU1,38.735,4.06,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,LU2,37.782,5.04,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,LU3,3.81,1.11,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8501,LU1,39.751,10.39,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8501,LU2,40.005,1.92,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8501,LU3,4.191,1.33,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8222,LU1,43.18,13.32,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8222,LU2,34.131,2.88,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8222,LU3,4.445,1.81,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,LU1,49.733,15.03,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,LU2,48.997,6.19,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,LU3,6.668,2.79,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8330,LU1,41.351,15.61,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8330,LU2,47.752,7.45,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8330,LU3,9.284,3.03,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,LU1,51.943,20.14,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,LU2,44.628,5.19,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,LU3,7.048,3.19,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
W500,LU1,52.807,19.31,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
W500,LU2,54.47,9.14,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
W500,LU3,7.429,2.56,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,SC1,125.26,24.54,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,SC2,27.559,7.91,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8331,SC1,74.828,35.86,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8331,SC2,33.147,6.38,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,SC1,169.215,55.16,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,SC2,34.087,9.99,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,SC1,128.575,31.5,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,SC2,42.05,9.43,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
W500,SC1,145.999,44.94,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
W500,SC2,46.863,10.16,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8529,SC1,180.213,53.66,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8529,SC2,53.492,16.78,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8330,SC1,149.758,46.43,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8330,SC2,56.921,20.21,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,SC1,136.042,42.59,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,SC2,43.815,10.04,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8222,SC1,127.178,29.59,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8222,SC2,30.658,8.09,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8501,SC1,128.702,23.52,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8501,SC2,34.29,10.62,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8222,SP1,24.613,10.35,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8222,SP2,24.536,11.53,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8222,SP3,7.645,1.14,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8222,SP4,17.145,5.21,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8222,SP5,11.544,1.24,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,SP1,25.324,14.79,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,SP2,30.251,16.34,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,SP3,12.891,3.3,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,SP4,21.374,6.56,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,SP5,9.906,0.64,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,SP1,30.874,16.79,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,SP2,28.975,19.7,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,SP3,10.287,4.75,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,SP4,11.379,7.79,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,SP5,12.954,1.65,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8501,SP1,24.829,9.97,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8501,SP2,24.765,10.98,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8501,SP3,8.191,1.58,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8501,SP4,11.684,3.86,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8501,SP5,36.068,1.94,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,SP1,17.101,7.56,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,SP2,20.828,9.38,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,SP3,5.334,1.13,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,SP4,10.135,3.96,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,SP5,5.791,0.9,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8331,SP1,18.021,9.52,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8331,SP2,20.955,10.89,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8331,SP3,5.766,2.08,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8331,SP4,9.652,3.42,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8331,SP5,7.239,1.08,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8529,SP1,29.527,15.62,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8529,SP2,43.377,17.84,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8529,SP3,17.462,2.13,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8529,SP4,14.287,4.92,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8529,SP5,7.144,1.34,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,SP1,18.415,8.99,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,SP2,27.94,10.76,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,SP3,7.938,1.58,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,SP4,7.938,4.34,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,SP5,3.81,1.23,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8330,SP1,35.084,16.8,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8330,SP2,60.198,18.16,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8330,SP3,22.86,4.7,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8330,SP4,15.558,7.88,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8330,SP5,7.938,1.32,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
W500,SP1,38.576,15.35,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
W500,SP2,49.848,16.45,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
W500,SP3,10.16,8.21,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
W500,SP4,9.525,7.02,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
W500,SP5,10.478,1.54,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8330,UL2,19.596,16.34,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8222,RI3,3.81,1.44,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8222,RI4,4.445,2.39,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8222,RI5,6.668,1.67,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8330,TH1,37.179,17.41,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8330,TH2,15.189,4.42,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,HU1,102.679,25.25,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,HU2,61.913,18.19,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,HU3,31.09,12.75,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,HU4,20.182,14.48,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,HU5,61.874,23.97,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,UL1,20.472,6.1,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,UL2,7.95,7.56,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,RA1,44.45,21.84,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,RA2,21.933,13.77,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,RA3,15.684,10.57,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,RA4,33.858,12.59,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,RA5,36.957,11.33,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,CA1,14.961,7.21,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,CA2,11.43,7.99,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,CA3,27.737,11.88,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,CA4,7.429,5.19,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,AS1,15.202,11.24,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,AS2,15.748,10.2,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,AS3,18.86,10.64,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,NC1,17.678,7.35,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,NC2,16.828,8.45,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,NC3,13.589,8.92,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,P11,12.573,5.17,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,P12,8.572,3.8,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,P13,8.001,4.01,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,2&3,13.208,5.18,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
12548,LM,16.624,5.62,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
